,xmin,ymin,xmax,ymax,confidence,class,name,frame,time
0,1030.7414123535157,651.2808186006264,1147.5343811035157,767.5366016816811,0.6334748268127441,2,car,0,130.77500915527344
1,1030.6204711914063,767.1162830781655,1094.1651184082032,867.8653522920326,0.5893211364746094,1,bicycle,0,0.0
2,1027.7256805419922,703.5869327974037,1078.564227294922,846.8288837861733,0.5034046173095703,0,person,0,0.0
3,914.0483619689942,593.2247892808632,1145.8641235351563,733.6074787568764,0.43820610642433167,2,car,0,0.0
4,990.3624374389649,580.3359455060677,1121.3754913330079,617.1129681062416,0.38772082328796387,2,car,0,0.0
5,1322.6906036376954,775.63393478845,1354.0072692871095,840.7044456527078,0.689624547958374,2,car,0,0.0
6,1090.4,638.030304722532,1316.113836669922,763.4142234847391,0.6824648380279541,2,car,0,0.0
7,1259.271322631836,673.975846104368,1326.8180603027345,849.6200340316141,0.5385133624076843,0,person,0,0.0
8,1279.6095184326173,596.8938188180769,1312.5487731933595,642.4169700667703,0.4940880835056305,0,person,0,0.0
9,1282.246664428711,610.1121433303201,1314.6408294677735,653.5359466597879,0.42694997787475586,3,motorcycle,0,0.0
10,2795.073681640625,880.0915521023542,2940.585797119141,1165.8769677517682,0.9225146174430847,0,person,0,0.0
11,3065.380017089844,729.6859811184675,3171.5766723632814,894.2368768093854,0.4912149906158447,2,car,0,0.0
12,2978.1406372070314,921.3906396267682,2990.2920654296877,928.273146950987,0.29283010959625244,32,sports ball,0,0.0
13,1035.6999389648438,766.592967648478,1101.045443725586,872.2241474580483,0.6902241706848145,1,bicycle,1,41.048641204833984
14,992.1329681396485,579.9817742299751,1127.7474853515625,618.3645931672768,0.49148082733154297,2,car,1,0.0
15,912.353076171875,592.050089497538,1153.7707397460938,733.4469410371498,0.47111374139785767,2,car,1,0.0
16,1033.354510498047,642.3399311494545,1160.699755859375,770.0610462617592,0.45681023597717285,2,car,1,0.0
17,1032.0779296875,706.524867672892,1084.1901428222657,841.3935505342201,0.42400461435317993,0,person,1,0.0
18,2816.523114013672,875.6557449250531,2948.5626953125,1164.5677932648969,0.9235125184059143,0,person,1,0.0
19,3065.7891357421877,735.8634857087445,3234.5227783203127,891.4860214143109,0.6976366639137268,2,car,1,0.0
20,1034.4866821289063,648.2733646821694,1154.0128662109375,771.5555225801186,0.6795170307159424,2,car,2,41.582271575927734
21,990.6930801391602,580.4264983129219,1123.5843078613282,617.3403049897865,0.5120044350624084,2,car,2,0.0
22,1039.443667602539,768.4812122773842,1106.830584716797,875.4107319307045,0.5109256505966187,1,bicycle,2,0.0
23,916.4874870300293,598.0456654023842,1151.8741333007813,734.0188557100014,0.5091085433959961,2,car,2,0.0
24,1037.2697326660157,698.8296314668373,1109.2201263427735,869.9663959932045,0.3451910614967346,0,person,2,0.0
25,2834.933544921875,876.7786195292275,2953.3249633789064,1158.6686036600868,0.903479814529419,0,person,2,0.0
26,3009.008923339844,592.3115086569588,3063.2710388183596,624.9658486857217,0.8516595959663391,11,stop sign,2,0.0
27,3063.896588134766,736.9510285868447,3253.539440917969,902.0757691874306,0.6484239101409912,2,car,2,0.0
28,1045.3487182617187,775.7290311734351,1111.042672729492,877.0325590054664,0.8078821897506714,1,bicycle,3,38.540287017822266
29,1036.716714477539,642.2656980435523,1240.5242553710937,766.1886564175758,0.7539838552474976,2,car,3,0.0
30,1042.0491424560546,704.4706235806617,1094.574609375,854.1187406460914,0.6638067960739136,0,person,3,0.0
31,989.3885131835938,581.8555599133643,1128.5386596679687,617.596661178318,0.5329728722572327,2,car,3,0.0
32,935.2929359436035,611.8358426968726,1214.451593017578,734.8697782437476,0.460934579372406,2,car,3,0.0
33,2859.365289306641,877.4397218241494,2964.7866149902347,1158.944787742118,0.8926960825920105,0,person,3,0.0
34,3009.5803161621097,590.2543765469592,3061.827722167969,624.6065614237588,0.8816418647766113,11,stop sign,3,0.0
35,3056.5245605468754,739.7291047587197,3253.459497070313,893.2215211405556,0.6087754368782043,2,car,3,0.0
36,3157.033258056641,731.3554780497353,3254.124353027344,772.6409547343056,0.2564603388309479,2,car,3,0.0
37,1030.9105224609375,645.5947138769386,1186.3965148925781,764.2806040746925,0.8386852145195007,2,car,4,36.23865509033203
38,1045.745864868164,709.024866770005,1118.5196838378906,860.1165110571144,0.7133200764656067,0,person,4,0.0
39,1051.0235137939453,776.6773478491066,1118.369400024414,879.3150889379738,0.644797682762146,1,bicycle,4,0.0
40,993.1701889038086,584.2238893015144,1116.6722412109375,612.7730204565285,0.4710162580013275,2,car,4,0.0
41,950.0863494873047,610.8295084936378,1185.5843811035156,736.2625987035988,0.4621375501155853,2,car,4,0.0
42,2860.5191223144534,878.8957136707193,2975.380633544922,1162.546043260563,0.8672577142715454,0,person,4,0.0
43,3010.889086914063,603.1293013529664,3061.7227050781253,624.1672228412515,0.7886205315589905,11,stop sign,4,0.0
44,3054.5178710937503,738.5795973377114,3252.316821289063,896.7661665515786,0.7239586114883423,2,car,4,0.0
45,3176.664538574219,729.4390715198404,3248.337145996094,753.918113573063,0.2622501850128174,2,car,4,0.0
46,1053.223211669922,710.2959086401222,1116.489111328125,854.7795664770363,0.7401100993156433,0,person,5,34.856414794921875
47,1030.7921203613282,650.50020856688,1155.7821105957032,767.7602793676613,0.7025251984596252,2,car,5,0.0
48,915.1216033935548,598.4631869299171,1152.8280853271485,734.7083994848488,0.516179084777832,2,car,5,0.0
49,1056.9591735839845,780.1332804662941,1123.7157806396485,880.3727061254738,0.36148813366889954,1,bicycle,5,0.0
50,2855.850375366211,880.2000402868147,2986.881625366211,1170.964520877635,0.9092793464660645,0,person,5,0.0
51,3051.923266601563,732.0735487401838,3233.8416931152346,891.4302648961897,0.7608133554458618,2,car,5,0.0
52,1030.091079711914,643.6752659272865,1191.2481079101562,763.4771534394936,0.7838002443313599,2,car,6,47.643104553222656
53,1061.595932006836,782.5588947725014,1130.3988952636719,884.9853779267983,0.7192491888999939,1,bicycle,6,0.0
54,1054.6864471435547,710.851512570353,1124.5255889892578,861.9465290498451,0.6342137455940247,0,person,6,0.0
55,989.7590026855469,580.2855316590981,1129.9467468261719,618.8488308381752,0.560364305973053,2,car,6,0.0
56,907.9411964416504,594.6897617768959,1145.0496978759766,733.2627216767983,0.4039815664291382,2,car,6,0.0
57,1319.0410278320312,773.1031156460914,1360.1307189941406,846.786617843357,0.8045225143432617,2,car,6,0.0
58,1098.098705458641,640.7816282193336,1317.0660827636718,764.9627195279273,0.586743175983429,2,car,6,0.0
59,1259.3194396972656,571.528857020584,1299.127377319336,646.0172468106422,0.5616623163223267,0,person,6,0.0
60,1245.9200408935546,667.8699003140601,1322.8637969970703,851.8617826382789,0.5493338704109192,0,person,6,0.0
61,1265.6802490234375,608.4794050137672,1297.8577239990234,652.4176221768531,0.3972037732601166,1,bicycle,6,0.0
62,2856.8732833862305,883.1002926798261,2997.547637939453,1174.4767880411541,0.9230245351791382,0,person,6,0.0
63,3045.7487182617188,736.0790333719648,3170.4314575195312,891.351742264787,0.8715875744819641,2,car,6,0.0
64,3090.2142333984375,759.4526944132245,3170.756591796875,953.4284787149824,0.32720133662223816,2,car,6,0.0
65,1062.683026123047,712.3817420372596,1135.379071044922,854.5970740685096,0.8609851598739624,0,person,7,42.8089599609375
66,1317.7710998535158,772.895490206205,1360.783337402344,850.7068152794471,0.8055780529975891,2,car,7,0.0
67,1241.803631591797,696.1486029991737,1323.657360839844,850.800290621244,0.8038957118988037,0,person,7,0.0
68,1068.4154937744142,781.2467933067909,1136.7071350097658,885.5391211876503,0.8021655082702637,1,bicycle,7,0.0
69,1028.2134216308596,644.3460822472206,1317.994061279297,757.0013556847206,0.7729970812797546,2,car,7,0.0
70,1257.5449645996096,566.8745952019325,1292.7041442871096,641.5404334435096,0.7562485337257385,0,person,7,0.0
71,1263.247204589844,606.9673629173866,1295.4377258300783,650.853627718412,0.6842526793479919,1,bicycle,7,0.0
72,923.1884372711182,612.9837775597206,1188.353405761719,731.611081636869,0.6520687341690063,2,car,7,0.0
73,991.2502258300782,581.446364916288,1135.3220489501955,616.7161307701698,0.5414913892745972,2,car,7,0.0
74,1264.311199951172,564.7717223534218,1318.504528808594,583.1414389977089,0.5145398378372192,2,car,7,0.0
75,904.8000000000001,602.4775443443885,1093.213543701172,706.024411714994,0.3013021647930145,2,car,7,0.0
76,2850.861558532715,887.5686873035318,3013.9949890136722,1171.167625291813,0.9104371666908264,0,person,7,0.0
77,3043.7115722656254,734.4353102283364,3233.0060668945316,897.2149275379068,0.8134602308273315,2,car,7,0.0
78,3008.818383789063,602.9585798816568,3060.7294860839847,624.8465136127359,0.8124486804008484,11,stop sign,7,0.0
79,1029.0916900634766,643.110097648124,1186.7686462402344,765.8657472147744,0.8213338851928711,2,car,8,50.04083251953125
80,1069.4605560302734,715.1762788309853,1134.0967712402344,854.0076234354775,0.7735569477081299,0,person,8,0.0
81,1072.3987579345703,782.471368552665,1143.2364501953125,886.4558045878213,0.7443757653236389,1,bicycle,8,0.0
82,922.7166366577148,601.7435414805215,1180.4022216796875,738.9744813456338,0.4994042217731476,2,car,8,0.0
83,1071.7353210449219,786.5996034159463,1142.3368530273438,883.45842909954,0.3748079240322113,3,motorcycle,8,0.0
84,1319.9275115966798,768.9002042691383,1374.2237915039063,850.9113126675758,0.851517915725708,2,car,8,0.0
85,1257.095022583008,571.2252183090123,1290.439794921875,641.3969922940406,0.6993751525878906,0,person,8,0.0
86,1245.2827514648438,655.477520553318,1322.535696411133,849.9629484097633,0.530876636505127,0,person,8,0.0
87,1090.4,641.1778226773414,1312.838690185547,758.9542356412086,0.4832364320755005,2,car,8,0.0
88,1090.4,712.8196073453101,1144.873316192627,879.092281905857,0.46815305948257446,0,person,8,0.0
89,2837.928367614746,888.8558011026777,3032.6244506835938,1179.7789120645916,0.9041350483894348,0,person,8,0.0
90,3041.1236572265625,735.4099507303632,3156.8851928710938,896.3554196329511,0.8781630396842957,2,car,8,0.0
91,3091.172149658203,756.5843014688886,3156.2323303222656,953.1697506876386,0.49501699209213257,2,car,8,0.0
92,1031.3148681640625,641.4674593908546,1212.4496337890625,758.2904154760597,0.8376850485801697,2,car,9,63.436798095703125
93,1077.4803039550782,785.672800729966,1150.4703552246094,891.2075144750831,0.8083450794219971,1,bicycle,9,0.0
94,1075.9315063476563,716.5355479223488,1148.1270935058594,864.7516123754738,0.8059678077697754,0,person,9,0.0
95,915.393913936615,606.3246504766701,1200.0951721191407,737.5531413061378,0.5558074116706848,2,car,9,0.0
96,993.2219650268555,584.1672779125927,1124.3317749023438,614.7684695226906,0.4997750520706177,2,car,9,0.0
