0,1,0,2795.92,875.87,2940.89,1161.17
0,1,0,611.34,684.34,707.72,848.55
0,1,0,1263.27,691.03,1331.99,847.21
0,2,0,1025.88,701.29,1097.27,873.09
0,0,0,3060.71,723.04,3318.25,884.2
1,1,0,2816.28,875,2950.1,1160
1,1,0,617.43,683.46,707.5,847.46
1,1,0,1254.7,691,1330.07,847
1,2,0,1029.63,703.78,1100.63,874.78
1,0,0,3060,723,3317,884
2,1,0,2829.4,876,2958,1161
2,1,0,619,683,709,847
2,1,0,1252,691,1327,847
2,2,0,1035,704,1109.3,877.2
2,0,0,3055.56,723.11,3312.56,891.91
3,1,0,2851.3,874,2971,1160.9
3,1,0,628.66,680.89,712,844.89
3,1,0,1245.4,692,1330.4,848
3,2,0,1041.08,704.77,1114.3,880.1
3,0,0,3053,723,3310,891
4,1,0,2861,877,2980,1163
4,1,0,632,679,710.2,843
4,1,0,1244,692,1328,848
4,2,0,1045,706,1120.1,883.7
4,0,0,3053,722,3310,890
5,1,0,2851.9,877,2992,1163
5,1,0,640.08,678.69,711.1,839.59
5,1,0,1239.2,692.77,1329.4,848.77
5,2,0,1050.54,705.77,1125.54,885.1
5,0,0,3048.6,723,3310,897.7
6,1,0,2856.52,880.22,3003.22,1166.22
6,1,0,645,680,716,840
6,1,0,1238,691,1328,847
6,2,0,1057.7,707.93,1132.7,886.93
6,0,0,3047,722,3308,896
7,1,0,2850.1,883,3019.3,1169
7,1,0,647.15,677.45,714.4,840.2
7,1,0,1235,692,1325,848
7,2,0,1061,709,1139.7,888
7,0,0,3041.4,724,3308,902.6
8,1,0,2853.4,887.3,3040,1174.3
8,1,0,651,676,728.2,838
8,1,0,1232,693,1331.3,849.9
8,2,0,1066,710,1146.8,892.7
8,0,0,3041,724,3307,902
9,1,0,2854.2,889,3051,1179.6
9,1,0,656,676,741.3,838
9,1,0,1230,694,1329,850
9,2,0,1072,713,1152,895
9,0,0,3032.83,724.77,3298.83,902.77
10,1,0,2858.06,891.23,3054.06,1181.23
10,1,0,660,676.57,752.7,838.57
10,1,0,1235.7,694,1327,850
10,2,0,1077,715,1157,897
10,0,0,3030,724,3296,902
11,1,0,2861.83,894,3057.83,1184
11,1,0,663,675,763.5,837
11,1,0,1233,694,1324,850
11,2,0,1083,716,1163,898
11,0,0,3030,725,3296,903
12,1,0,2868.56,899.44,3064.56,1189.44
12,1,0,669.48,677.78,769.98,839.78
12,1,0,1233,694,1323.4,850
12,2,0,1088.55,717.85,1174.1,899.85
12,0,0,3027.78,730.55,3293.78,908.55
13,1,0,2883.37,899.44,3079.37,1189.44
13,1,0,672.42,677.78,771.59,839.78
13,1,0,1231.07,692.71,1316.3,848.71
13,2,0,1094.98,719.78,1180.53,901.78
13,0,0,3018.5,732.4,3291.01,919.7
14,1,0,2896.3,898.52,3086.77,1188.52
14,1,0,675.37,677.78,773.2,839.78
14,1,0,1225.68,690.4,1310.9,850.26
14,2,0,1103.3,717.93,1188.85,905.45
14,0,0,3018.5,732.4,3288.3,919.7
15,1,0,2917.62,902.51,3101.9,1192.51
15,1,0,675.37,677.78,771.3,838.5
15,1,0,1222.46,690.4,1301.3,851.5
15,2,0,1109.7,717.3,1195.28,908.02
15,0,0,3018.5,732.4,3285.6,919.7
16,1,0,2945.4,901.74,3111.15,1191.74
16,1,0,681.79,677.13,779.7,838.5
16,1,0,1222.46,690.4,1294.9,851.5
16,2,0,1116.13,719.23,1201.71,909.95
16,0,0,3013.1,734.72,3280.2,922.01
17,1,0,2966.2,903.28,3121.95,1193.28
17,1,0,683.94,676.6,777.6,837.96
17,1,0,1217.11,690.4,1283.1,851.5
17,2,0,1120.9,721.91,1210.81,912.63
17,0,0,3010.02,735.49,3277.12,922.79
18,1,0,2989.5,903.28,3121.95,1193.28
18,1,0,688.75,676.6,776.5,835.8
18,1,0,1215.82,691.68,1276,852.78
18,2,0,1126.29,723.45,1218.5,916.5
18,0,0,3002.25,737.71,3269.34,925.01
19,1,0,2995.67,903.28,3128.12,1193.28
19,1,0,697.9,676.06,778.11,835.26
19,1,0,1211.97,692.33,1272.14,853.43
19,2,0,1131.43,724.09,1223.64,917.14
19,0,0,3001.32,739.56,3260.1,926.86
20,1,0,2995.67,912.5,3141.1,1194.2
20,1,0,703.3,674.52,782.7,833.72
20,1,0,1206.6,692.33,1272.14,853.43
20,2,0,1140.69,727.18,1232.89,920.23
20,0,0,2996.7,740.48,3255.47,927.78
21,1,0,3001.22,919.9,3146.65,1201.6
21,1,0,708.65,672.91,782.7,832.11
21,1,0,1202.74,692.97,1268.29,854.07
21,2,0,1147.11,727.82,1239.32,920.87
21,0,0,2992.07,741.41,3250.85,928.71
22,1,0,3001.22,925.5,3170.7,1202.5
22,1,0,711.3,672.91,779.5,832.11
22,1,0,1198.5,692.97,1268.29,854.07
22,2,0,1155.14,729.96,1247.35,923.01
22,0,0,2990.22,741.41,3249,928.71
23,1,0,3001.22,925.5,3196.6,1209
23,1,0,716.1,672.91,779.5,832.11
23,1,0,1197.21,693.29,1267.64,854.39
23,2,0,1162.2,731.2,1255.06,927.51
23,0,0,2988.37,741.41,3247.15,928.71
24,1,0,3001.22,925.5,3215.1,1209
24,1,0,720.38,672.91,791.3,832.11
24,1,0,1195.93,693.61,1267,854.71
24,2,0,1169.91,733.77,1262.77,930.08
24,0,0,2986.52,743.26,3245.3,930.56
25,1,0,3002.6,932.16,3221.76,1215.66
25,1,0,722.7,672.14,808.3,831.34
25,1,0,1188.5,693.61,1267,854.71
25,2,0,1175.46,734.69,1271.1,933.8
25,0,0,2979.86,739.26,3238.64,943.9
26,1,0,3006.6,934.83,3225.76,1218.33
26,1,0,728.1,671.37,813.7,830.57
26,1,0,1187.73,693.6,1266.23,852.4
26,2,0,1180.09,735.46,1278,935.3
26,0,0,2975.86,741.93,3234.64,946.57
27,1,0,3014.3,934.83,3239.08,1218.33
27,1,0,734.27,671.37,829.1,830.57
27,1,0,1177.71,697.5,1267,861.65
27,2,0,1188.57,737.77,1286.48,937.61
27,0,0,2972.53,741.93,3231.31,946.57
28,1,0,3022.29,938.03,3243.7,1221.53
28,1,0,738.12,672.66,832.96,831.86
28,1,0,1175.78,698.79,1265.07,862.94
28,2,0,1197.57,740.99,1295.48,940.83
28,0,0,2969.2,741.93,3227.98,946.57
29,1,0,3038.28,938.03,3259.69,1221.53
29,1,0,741.36,672.66,836.19,831.86
29,1,0,1172.08,698.79,1261.37,862.94
29,2,0,1204.04,740.99,1304.7,943.6
29,0,0,2966.42,743.31,3228.89,952.58
30,1,0,3053.09,941.73,3274.49,1225.23
30,1,0,744.6,672.66,839.43,831.86
30,1,0,1168.38,698.79,1257.67,862.94
30,2,0,1210.52,740.99,1311.18,946.4
30,0,0,2963.65,744.7,3229.8,958.6
31,1,0,3067,930.93,3282.98,1222.9
31,1,0,746.15,672.66,839.43,831.86
31,1,0,1165.29,698.79,1251.13,862.94
31,2,0,1218.5,740.8,1320.06,950.84
31,0,0,2959.21,745.26,3225.36,959.15
32,1,0,3084.8,925.38,3298.5,1225.1
32,1,0,747.7,672.66,839.43,831.86
32,1,0,1162.21,698.79,1244.6,862.94
32,2,0,1226.3,743.02,1331.16,953.06
32,0,0,2954.76,745.81,3220.92,959.71
33,1,0,3103.3,925.38,3305.44,1225.1
33,1,0,752.32,671.88,844.06,831.09
33,1,0,1159.12,697.24,1236.9,861.4
33,2,0,1233.24,743.79,1338.1,953.83
33,0,0,2951.99,747.66,3218.14,961.56
34,1,0,3127.4,919.83,3315.62,1226
34,1,0,760,671.88,844.06,831.09
34,1,0,1155.27,699.56,1233.04,863.71
34,2,0,1241.6,750.27,1347.36,960.31
34,0,0,2949.21,749.51,3215.37,963.41
35,1,0,3144.1,919.83,3325.8,1226
35,1,0,764.63,667.26,845.9,826.46
35,1,0,1151.56,700.48,1223.8,864.63
35,2,0,1249.93,751.2,1355.68,961.24
35,0,0,2945.51,751.36,3211.67,965.26
36,1,0,3160.8,915.39,3333.57,1226
36,1,0,772.03,667.26,848.7,826.46
36,1,0,1147.86,699.55,1216.4,863.71
36,2,0,1256.4,752.1,1364.01,965.86
36,0,0,2940,751.36,3211.67,967.5
37,1,0,3161.7,916.31,3342.82,1226.93
37,1,0,773.88,667.26,846.9,826.46
37,1,0,1140.46,698.63,1209,862.78
37,2,0,1264.7,753.95,1374.19,967.71
37,0,0,2937.22,752.29,3208.89,970.75
38,1,0,3161.7,916.31,3353,1226.93
38,1,0,780,664.17,845.36,823.38
38,1,0,1135.1,698.63,1209,862.78
38,2,0,1272.1,756.72,1381.59,970.49
38,0,0,2934.45,753.21,3206.12,974
39,1,0,3160.2,923.25,3364.57,1233.87
39,1,0,785.39,664.95,846.9,824.15
39,1,0,1128.9,698.63,1209,865.1
39,2,0,1280.58,759.04,1390.07,972.8
39,0,0,2929.82,753.21,3201.49,974
40,1,0,3164.1,925.56,3371.51,1236.18
40,1,0,789.25,664.95,854.6,824.15
40,1,0,1122.7,698.63,1209,868.2
40,2,0,1289.84,758.3,1399.32,980.51
40,0,0,2927.05,752.66,3198.72,975.67
41,1,0,3164.1,925.56,3383.7,1236.18
41,1,0,791.1,664.02,866.6,823.22
41,1,0,1114.4,700.5,1209,868.2
41,2,0,1298,758.67,1409.32,980.88
41,0,0,2924.27,752.1,3195.94,977.33
42,1,0,3164.1,932,3401.3,1244.5
42,1,0,797.57,664.02,878.6,823.22
42,1,0,1111.6,700.5,1209,868.2
42,2,0,1306.33,762.37,1417.64,984.58
42,0,0,2922.4,752.1,3195.94,984.7
43,1,0,3166,938.48,3411.48,1250.98
43,1,0,802.2,665.87,888.8,825.07
43,1,0,1111.6,700.5,1208.99,872.8
43,2,0,1314.66,767,1425.97,989.21
43,0,0,2919.16,753.03,3192.7,985.63
44,1,0,3170.63,940.33,3416.1,1252.83
44,1,0,806.83,665.87,893.42,825.07
44,1,0,1107.9,702.3,1205.29,872.8
44,2,0,1321.1,767.9,1435.23,992.91
44,0,0,2915.92,753.95,3189.46,986.55
45,1,0,3177.1,940.33,3429.06,1252.83
45,1,0,806.83,665.87,900.8,825.07
45,1,0,1105.58,702.3,1202.98,872.8
45,2,0,1330.36,769.75,1444.48,994.76
45,0,0,2911.3,752.1,3184.84,988.4
46,1,0,3189.1,943.1,3443.86,1255.6
46,1,0,807.75,665.87,901.73,825.07
46,1,0,1103.27,702.3,1200.67,872.8
46,2,0,1337.76,773.5,1451.88,1000.31
46,0,0,2907.6,753.49,3181.14,989.79
47,1,0,3204.83,944.95,3459.59,1257.45
47,1,0,814.23,665.87,908.2,825.07
47,1,0,1100.49,705.08,1197.89,875.58
47,2,0,1347.94,774.43,1462.06,1001.23
47,0,0,2903.89,754.87,3177.44,991.18
48,1,0,3218.71,944.95,3473.47,1257.45
48,1,0,816.56,665.87,908.2,825.07
48,1,0,1098.64,706,1184,876.5
48,2,0,1355.3,779.05,1471.31,1005.86
48,0,0,2902.04,753.95,3175.59,990.25
49,1,0,3242.8,944.95,3481.8,1257.45
49,1,0,818.9,665.87,908.2,825.07
49,1,0,1094.01,703.22,1174.7,873.72
49,2,0,1363.63,779.1,1479.64,1011.41
49,0,0,2895.57,758.57,3169.11,994.88
50,1,0,3267.8,945.88,3493.83,1258.38
50,1,0,825.4,665.87,908.2,825.07
50,1,0,1090.31,704.15,1171,874.65
50,2,0,1372.88,780.03,1488.89,1012.34
50,0,0,2895.57,758.57,3169.11,1000.4
51,1,0,3288.2,945.88,3504.94,1258.38
51,1,0,833.73,663.09,907.3,818.6
51,1,0,1085.69,706,1154.3,876.5
51,2,0,1381.21,787.43,1497.22,1019.74
51,0,0,2890.9,758.57,3169.11,1000.4
52,1,0,3311.3,944.95,3517.89,1257.45
52,1,0,838.4,663.09,907.3,818.6
52,1,0,1081.98,705.07,1147.8,875.57
52,2,0,1388.61,789.28,1504.62,1021.59
52,0,0,2885.3,758.57,3169.11,1000.4
53,1,0,3327.5,946.34,3526.22,1268.58
53,1,0,843,663.09,907.3,818.6
53,1,0,1080.13,705.07,1145.95,875.57
53,2,0,1396.46,791.59,1515.73,1026.68
53,0,0,2882.5,758.57,3169.11,1000.4
54,1,0,3343.7,947.73,3534.54,1279.7
54,1,0,849.48,662.17,911.9,817.67
54,1,0,1071.8,705.07,1145.95,883
54,2,0,1404.3,793.9,1526.83,1031.76
54,0,0,2879.7,758.57,3169.11,1000.4
55,1,0,3341.8,948.65,3546.57,1288
55,1,0,852.72,660.78,915.14,816.29
55,1,0,1066.2,705.07,1145.95,883
55,2,0,1413.55,794.8,1536.08,1036.39
55,0,0,2876,758.57,3169.11,1006.9
56,1,0,3345.5,952.36,3557.68,1291.7
56,1,0,855.96,659.39,918.38,814.9
56,1,0,1053.2,706.9,1145.95,883
56,2,0,1423.73,799.43,1546.26,1041.02
56,0,0,2873.2,758.57,3169.11,1006.9
57,1,0,3346.4,958.8,3574.33,1299.11
57,1,0,856.88,659.39,929.5,814.9
57,1,0,1052.27,709.7,1145.02,883.92
57,2,0,1433,803.1,1558.29,1045.64
57,0,0,2869.5,765.05,3165.41,1013.38
58,1,0,3347.3,961.58,3593.76,1301.88
58,1,0,862.43,660.32,942.5,815.82
58,1,0,1049.5,709.7,1145.02,883.93
58,2,0,1443.18,806.8,1568.47,1049.34
58,0,0,2865.8,765.05,3161.71,1013.38
